authors,bestsellers_rank,categories,format,id,lang,rating_avg,title
[64890],8293,"[2788, 2865]",1,9781988547411,en,4.5,Raw & Free : Plant-Based Living for Health & Happiness
[56800],7780,"[1305, 1371, 1531, 1593, 1613]",1,9780648859406,en,NA,Bechamp or Pasteur?
[64950],6310,"[214, 233, 1530, 2812]",1,9781760525897,NA,NA,Turning Down the Noise : The Quiet Power of Silence in a Busy World
"[1319, 581]",2060,"[2452, 3385]",17,9780735365469,en,NA,Liberty London Maxine 500 Piece Double Sided Puzzle With Shaped Pieces
[4555],9396,"[334, 339, 2620, 350, 2624]",1,9781501156748,en,4.17,Misery
[12797],7326,"[334, 336, 2617, 339, 2620]",1,9781509898831,en,4.11,Looking Good Dead
[46306],5442,"[2452, 3385]",2,9781788381451,en,NA,William Morris - Pimpernel A5 Notebook
[35631],6673,"[2978, 2983, 2452, 3385]",6,9781524857912,en,NA,Effin' Birds Undated Monthly/Weekly Planner Calendar : A Field Guide to Identification
[4759],9873,"[336, 2617, 339, 2620]",1,9781509874415,en,4.18,Redemption
[65166],3473,"[334, 341, 2622]",1,9781526607898,en,4.44,Apeirogon : Longlisted for the 2020 Booker Prize
"[65250, 65251]",7037,"[2488, 2499, 2596, 2600, 2607]",1,9781733417716,en,4.71,"My Milk Will Go, Our Love Will Grow : A Book for Weaning"
[43706],4481,"[2488, 2498, 2499, 2600]",1,9781481432559,en,4.11,Love & Gelato
"[8057, 27254]",7638,"[2471, 2488, 2490, 2607, 2611]",1,9780439669412,en,4.03,Sometimes I'm Bombaloo
[65257],9148,"[2501, 2506, 2612]",1,9781760526122,NA,3.5,The Carbon-Neutral Adventures of the Indefatigable EnviroTeens
"[18600, 581]",5692,"[2452, 3385]",17,9780735367524,en,NA,Michael Storrings Cherry Blossoms 1000 Piece Puzzle
[61587],3959,"[1459, 2997, 2999]",1,9781916234000,en,4,Feeding Dogs Dry Or Raw? The Science Behind The Debate
[21059],8195,"[2488, 2491, 2493, 2609]",1,9780316460965,en,4.83,The Mysterious Benedict Society Paperback Boxed Set
[38919],5568,"[2494, 2496, 2498, 2607]",2,9781335018250,en,4.25,Rage and Ruin
"[48882, 8151]",7534,"[2495, 2496, 2499, 2600]",1,9781250041746,en,3.99,Hidden
"[65476, 65477, 65478]",8836,"[2788, 2865, 2866]",1,9781937856755,en,4.15,"The China Study Cookbook : Over 120 Whole Food, Plant-Based Recipes"
[38696],2616,"[338, 2619, 339, 2620]",1,9781405940962,en,4.06,The Glass House : The spellbinding Richard and Judy pick and Sunday Times bestseller
[63001],6266,"[2819, 2845, 2846, 2847, 2848]",1,9781940265001,en,4.45,Between Life and Death : Conversations with a Spirit
[65656],8938,"[3120, 3121, 3194, 3219, 3228, 684]",1,9780863564628,en,4.28,Believing Women in Islam : Unreading Patriarchal Interpretations of the Qur'an
"[65668, 65669]",9015,"[2521, 2564, 2608]",2,9781741177176,en,4.79,Finding Our Heart : A Story about the Uluru Statement for Young Australians
"[60021, 65675]",8167,"[2521, 2534, 2578, 2606]",1,9781943147618,en,4.37,The Girl Who Thought in Pictures : The Story of Dr. Temple Grandin
"[55, 7828]",3957,"[2812, 2488, 2490, 2557, 2597, 2607]",2,9781401961046,en,4.3,"I Think, I Am! : Teaching Kids the Power of Affirmations"
"[63047, 44859, 1926]",7550,"[1294, 2770, 2772, 2788, 2863, 2864, 2865]",2,9781509844333,en,4.11,The How Not To Die Cookbook : Over 100 Recipes to Help Prevent and Reverse Disease
[62159],2489,"[336, 2617, 339, 2620]",1,9781786090614,en,4.06,Long Bright River : an intense family thriller
[22156],9242,"[336, 2617, 339, 2620]",1,9781529400281,en,3.98,Six Wicked Reasons : the gripping new thriller with a breathtaking twist from the number one bestseller
"[65866, 65867]",9026,"[2606, 2607]",1,9781626254770,en,4,The Anxiety Workbook for Kids : Take Charge of Fears and Worries Using the Gift of Imagination
[11333],6437,"[334, 336, 2617, 339, 2620]",1,9781785769405,en,4.36,We Begin at the End : A Guardian and Express Best Thriller of the Year
[6658],4541,"[334, 339, 2620]",2,9781250301697,en,4.1,The Silent Patient
[10838],2004,"[336, 2617, 339, 2620]",1,9781787461505,en,3.85,Invisible Girl : Discover the bestselling new thriller from the author of The Family Upstairs
[66084],8542,"[2496, 2498, 2596]",2,9781682815786,en,4.34,Crush
[6238],6896,"[339, 2620]",2,9781787632998,en,3.79,The End of Her
[2541],8061,"[339, 2620, 342]",1,9780060530396,en,3.87,The Kill Clause
[6236],6609,"[339, 2620]",1,9781784970116,en,3.94,The Atlantis Plague
[4759],9456,"[334, 336, 2617, 339, 2620]",1,9781509874545,en,4.16,Walk the Wire : The Sunday Times Number One Bestseller
[47703],7161,"[334, 339, 2620, 350, 2624]",1,9781503950566,en,3.85,The Girl Next Door
[8224],1351,"[2488, 2490, 2498, 2607]",2,9780448489322,en,4.05,Love from the Very Hungry Caterpillar
[37652],6597,"[2865, 2878, 2883]",1,9781624140556,en,4.31,Rawsome Vegan Baking
[66347],7112,"[400, 635, 658, 684, 1520, 1530, 1897, 1898]",1,9781857026986,en,4.2,Zeros and Ones : Digital Women and the New Technoculture
[4988],1167,"[336, 2617, 341, 2622]",1,9781409199090,en,NA,Fair Warning : The Instant Number One Bestselling Thriller
[17922],7885,"[334, 339, 2620]",1,9780008330132,en,4.22,The Stolen Sisters
[26917],9251,"[334, 336, 2617, 339, 2620, 340, 2621]",1,9781529351538,en,NA,Killing Eve: Die For Me : The basis for the BAFTA-winning Killing Eve TV series
[66511],2261,"[2491, 2493, 2499, 2504, 2614]",1,9781526620521,en,4.6,The Valley of Lost Secrets
"[21103, 66524, 59808, 66525]",5422,"[2863, 2865, 2883]",1,9781569242735,en,3.93,Vegan Cupcakes Take Over the World : 75 Dairy-Free Recipes for Cupcakes that Rule
[],5183,"[2452, 3385]",1,9781623258399,en,NA,Vanilla Bean Small Bullet Journal : Small Bullet Journal
[4978],3607,"[334, 336, 2617, 337, 2618, 339, 2620, 341, 2622, 342]",1,9781471197024,en,4.15,Masked Prey : Lucas Davenport 29
[15250],1553,"[336, 2617, 339, 2620]",2,9781529307054,en,4.55,"The Last Thing to Burn : Gripping and unforgettable, one of the most highly anticipated releases of 2021"
[38985],8929,"[2659, 2689, 917]",2,9781788161657,en,4.5,"At Close Range : Life and Death in an Artillery Regiment, 1939-45"
[66725],5473,"[1738, 2770, 2788, 2858, 2859, 2863, 2865, 2884]",1,9781934620175,en,4.37,Wild Fermentation : A Do-It-Yourself Guide to Cultural Manipulation
"[21809, 21810]",5321,[2865],2,9781742705583,en,4.03,The Green Kitchen : Delicious and Healthy Vegetarian Recipes for Every Day
[13976],2535,"[339, 2620, 340, 2621, 341, 2622]",1,9781982123710,en,4.49,"Savage Son, Volume 3 : A Thriller"
[5544],4884,"[334, 336, 2617, 339, 2620, 358, 2630]",1,9780349417875,en,4.29,Dark in Death : An Eve Dallas thriller (Book 46)
[35555],3624,"[336, 2617, 339, 2620]",2,9781472201072,en,4.2,Damaged
[17373],5434,[2596],14,9781838910662,en,NA,Kindness Makes Us Strong
[39292],7314,"[2488, 2494, 2496, 2498, 2607]",1,9781335009210,en,4.28,Every Last Breath
[39347],4653,"[1531, 1532, 1536, 1541]",2,9780241302460,en,4.67,Fundamentals : Ten Keys to Reality
[66991],4495,"[3223, 2840, 2452, 3385]",1,9781683647126,en,4.8,Being You : A Journal
[2333],4441,"[2452, 3385]",2,9781441332219,en,NA,"Falling Blossoms Journal (Diary, Notebook)"
[66993],7607,"[12, 92, 2452]",1,9780486415659,en,5,Japanese Prints: 16 Art Stickers : 16 Art Stickers
[3120],6897,"[336, 2617, 339, 2620]",1,9781787462977,en,3.97,The Boy from the Woods : From the #1 bestselling creator of the hit Netflix series The Stranger
[4767],9539,"[339, 2620]",1,9781444765601,en,4.02,Sycamore Row
[12074],7992,"[2498, 2596]",1,9780141378671,en,4.14,Double Cross
"[67096, 67097, 67098]",3451,"[2460, 2488, 2502, 2521, 2564, 2600, 2608, 2611]",2,9781760504168,en,4.28,"Our Home, Our Heartbeat"
[16581],7099,"[2507, 2518, 2521, 2564, 2569, 2607, 2611]",4,9781526610645,en,NA,Fantastically Great Women Boxed Set : Gift Editions
"[21103, 59808]",4369,[2865],2,9781569242643,en,3.83,Veganomicon : The Ultimate Vegan Cookbook
"[67141, 67142, 67143, 67144]",6542,"[783, 3328, 787, 3332, 798, 3343, 833, 3378]",1,9781838677381,en,NA,Curriculum Making in Europe : Policy and Practice Within and Across Diverse Contexts
[14950],2942,"[232, 1532]",2,9781788167321,en,NA,"Intensive Care : A GP, a Community & COVID-19"
"[52212, 52213]",3238,"[2978, 2452, 2460, 2471, 2474, 2483, 2487, 2488, 2490, 2501, 2508, 2538]",1,9780702305948,en,NA,My Bum is SO NOISY! (PB)
[67198],4917,"[3, 69, 2452, 3385]",6,9780789338785,en,NA,Rob Ryan 2021 Wall Calendar
[57736],9101,"[334, 339, 2620, 350, 2624]",1,9781781161777,en,3.92,Resident Evil Vol 1 - Umbrella Conspiracy
"[67202, 33822]",2375,"[304, 334, 335, 341, 2622, 2741]",1,9780199232062,en,3.47,Caleb Williams
"[67322, 67323]",3253,"[2460, 2488, 2499, 2607, 2608]",2,9780062915627,en,4.09,Eyes That Kiss in the Corners
[66139],5037,"[233, 1281, 1298, 1520]",1,9781788160582,en,4.3,Breaking & Mending : A junior doctor's stories of compassion & burnout
[32765],8524,"[2452, 3385]",10,9781797210728,en,NA,LEGO (R) Rainbow Bricks Puzzle
[8938],9685,"[2812, 2813, 2814, 2452]",2,9781492648062,en,NA,Instant Happy Notes Postcard Book
[8942],2797,"[339, 2620, 342, 355, 2629, 358, 2630]",1,9780349415031,en,4.13,The Rise of Magicks
[17995],3081,"[2492, 2499, 2600]",1,9781250267139,en,4.11,Sadie
[67529],1628,"[2643, 2650, 2722, 3121, 3013, 3024, 3027]",1,9780958598682,NA,NA,Cricket - The Aussie Way! with Justin Langer
"[18600, 581]",5649,"[2452, 3385]",17,9780735367081,en,NA,Michael Storrings A Day at the Bookstore 1000 Piece Puzzle
[67719],4907,"[2521, 2597, 2598, 2600]",2,9780733333880,NA,4.09,The Amazing True Story of How Babies Are Made
"[67729, 50943]",4637,"[2464, 2604]",14,9781474979887,en,5,Why Do Things Die?
[2333],7536,"[2452, 3385]",2,9781441334176,en,NA,Galaxy Dot Matrix Notebook (Bullet Journal)
[1058],6329,"[2452, 3385]",13,9781601064998,en,4.12,Knock Knock This Week Pad
[586],8913,"[37, 2452, 3385]",2,9781683839026,en,NA,Harry Potter Bullet Journal
[9253],8917,"[334, 339, 2620, 358, 2630, 2452]",2,9780349007687,en,NA,Rebecca Mug
[],5573,"[3134, 3142, 2452, 3385]",2,9780281084517,en,NA,Church Pocket Book and Diary 2021 Green Earth
[3578],7901,"[334, 339, 2620, 340, 2621, 342]",1,9780449227428,en,3.74,Third Twin : A Novel of Suspense
[8389],5291,"[2457, 2488, 2499, 2607]",1,9781526612953,en,4.38,Meesha Makes Friends : A Big Bright Feelings Book
"[15305, 15306]",8891,"[2488, 2596, 2607]",1,9781925089349,en,4.33,"Resilience : A book to encourage resilience, persistence and to help children bounce back from challenges and adversity"
[3689],9518,"[3124, 3236, 2853, 2452]",2,9781902636627,en,4.78,The Illustrated Calendar of the Soul : Meditations for the Yearly Cycle
[68039],9969,"[2812, 2813, 2452, 3385]",1,9781402238260,en,4.28,Instant Happy Notes
[68042],9160,"[2819, 2825, 2452]",12,9781572818804,en,5,Tarot de Maria Celia
[4555],8021,"[339, 2620, 350, 2624]",2,9780606256155,en,4.34,The Stand
[44148],7975,"[336, 2617, 339, 2620]",1,9780349143620,en,4.03,Newcomer
[30327],9548,"[334, 338, 2619, 339, 2620, 358, 2630, 360, 2632, 362]",1,9781529002430,en,3.8,The Doll Factory
"[17954, 29493]",5480,"[214, 220, 2649, 2659, 692, 894]",1,9781335016669,en,4.14,"All Blood Runs Red : The Legendary Life of Eugene Bullard--Boxer, Pilot, Soldier, Spy"
[101],6384,"[285, 357, 2644, 2654, 3210, 669, 2851, 2853, 3100]",1,9780241380376,en,4.31,Heroes : The myths of the Ancient Greek heroes retold
[39292],7730,"[2488, 2494, 2496, 2498, 2607]",1,9781335009197,en,4.24,White Hot Kiss
"[68150, 68151]",4239,[2607],1,9781684034659,en,4.57,"Your Life, Your Way : Acceptance and Commitment Therapy Skills to Help Teens Manage Emotions and Build Resilience"
[16833],1942,"[2492, 2599]",2,9780062840356,en,4.37,Grown
"[68152, 68153]",3156,"[2607, 2615]",1,9780993174391,en,4.2,"Happy Confident Me Journal : Gratitude and Growth Mindset Journal to boost children's happiness, self-esteem, positive thinking, mindfulness and resilience"
[64870],1863,"[3121, 3162, 3168, 3223, 3225]",1,9781532637841,en,3,Humbling Faith
[631],9408,[2452],2,9781593593896,en,4.3,Little Black Booklittle Black Book (address)
[68272],5009,"[224, 334, 336, 2617, 339, 2620]",2,9781838773168,en,3.84,The Windsor Knot : The Queen investigates a murder in this delightfully clever mystery for fans of The Thursday Murder Club
[20263],1106,"[339, 2620, 350, 2624, 355, 2629, 358, 2630]",1,9780143119685,en,4,A Discovery of Witches
[6653],3110,"[334, 336, 2617, 339, 2620, 358, 2630, 359, 2631]",1,9781471179853,en,3.73,The Arrangement
[47214],3422,"[2521, 2607]",1,9781471174919,en,4.08,Girls Who Changed the World
"[68366, 68367, 66087]",7378,"[2506, 2507, 2521, 2600, 2611, 2614]",1,9780571363858,en,4.68,When Stars are Scattered
[58792],7097,"[1532, 1602]",2,9781838850968,en,4.17,Livewired : The Inside Story of the Ever-Changing Brain
[50012],4506,"[336, 2617, 339, 2620]",1,9781472131942,en,4.62,The Curator : The new must-read thriller from the winner of the CWA Best Crime Novel of 2019
[29432],9298,"[334, 339, 2620]",1,9781784700553,en,3.62,The Blade Artist
[4548],9750,"[336, 2617, 339, 2620, 342, 350, 2624]",1,9781444704693,en,4.17,Dark Hollow : A Charlie Parker Thriller: 2
[64677],9594,[2598],2,9781409599609,en,4.08,What's Happening to Me? (Boy)
[35974],7074,"[2488, 2500, 2501, 2596]",14,9781338106480,en,3.89,"Please, Mr. Panda (a Board Book) : A Board Book"
[44345],5111,"[676, 1530, 1532]",2,9781847925657,en,4.45,"Science Fictions : Exposing Fraud, Bias, Negligence and Hype in Science"
[11069],6513,"[69, 140, 3255, 2452, 3385]",6,9781524855970,en,NA,Disney Dreams Collection by Thomas Kinkade Studios: 2021 Monthly/Weekly Engageme
"[5531, 5532]",9545,"[334, 336, 2617, 339, 2620]",1,9781529010732,en,3.82,An Anonymous Girl
"[21286, 21287]",3825,"[2466, 2482, 2488, 2607]",14,9781529029802,en,5,Sometimes I Am Angry
"[13090, 13091]",7295,"[2464, 2471, 2607]",14,9781526381545,en,4.5,Feelings : A lift-the-flap book of emotions
[40247],9863,"[2452, 3385]",12,9781452176703,en,NA,Marimekko Kukka Notecards
[6233],3380,"[334, 335, 341, 2622, 353, 2627]",1,9780008322069,NA,4.19,1984 Nineteen Eighty-Four
[4555],9371,"[339, 2620, 350, 2624]",1,9781473691537,en,3.67,Elevation
[3116],6669,"[334, 336, 2617, 339, 2620]",1,9780857503619,en,4.06,The Midnight Line : (Jack Reacher 22)
"[69059, 69060]",9188,"[2499, 2504, 2505, 2600]",1,9786070739798,es,4.35,Cuentos de Buenas Noches Para Ninas Rebeldes
"[54261, 69061]",5454,"[2471, 2568, 2609]",2,9781474968386,en,4.4,All About Friends
[69062],9871,"[2584, 2596]",1,9781409597810,en,4,Staying Safe Online
[8389],3675,"[2457, 2488, 2500, 2596]",1,9781408892183,en,3.94,Ravi's Roar : A Big Bright Feelings Book
"[69066, 28738]",8971,"[2461, 2488, 2607]",1,9781611805888,en,4.17,Sitting Still Like a Frog Activity Book : 75 Mindfulness Games for Kids
[69070],8336,"[2772, 2597]",1,9781910559086,en,4.39,Reaching for the Moon
[69080],9119,"[214, 230, 233, 2734, 2742, 3122, 3181, 3183, 3185, 3186, 2812, 2813, 2820, 2840]",1,9781509899340,en,NA,In Love with the World : What a Monk Can Teach You About Living from Nearly Dying
[664],7998,[2452],10,9781786644916,en,NA,Adult Jigsaw Puzzle Grant Wood: American Gothic : 1000-piece Jigsaw Puzzles
[40392],5933,"[336, 2617, 339, 2620]",1,9780751574913,en,4.38,No Safe Place : A gripping thriller with a shocking twist
[22616],7209,"[340, 2621]",1,9781473657489,en,4.27,Joe Country : Slough House Thriller 6
[34831],5006,"[334, 339, 2620]",1,9781838885120,en,3.88,First Date : An absolutely jaw-dropping psychological thriller
"[69197, 56057, 58298]",6975,"[334, 336, 2617, 339, 2620, 371]",1,9781782271383,en,3.87,The Tokyo Zodiac Murders
[3116],9970,"[334, 336, 2617, 339, 2620]",1,9780857500113,en,4.14,The Enemy : (Jack Reacher 8)
"[13038, 5282]",9037,"[336, 2617, 339, 2620]",1,9781784709082,en,4.28,Knife : (Harry Hole 12)
[22156],6362,"[336, 2617, 339, 2620]",1,9781787474338,en,3.89,Dirty Little Secrets
"[31487, 53765]",9920,[2607],1,9781526362377,en,4.2,"Dare to Be You : Defy Self-Doubt, Fearlessly Follow Your Own Path and Be Confidently You!"
"[7968, 7701]",7107,"[2500, 2600]",1,9781445147185,en,4,Tiger Has a Tantrum - A book about feeling angry
[69323],9014,"[3122, 3139, 3162]",1,9781596142602,en,4.46,The One Thing Is Three : How the Most Holy Trinity Explains Everything
"[34, 69395]",7899,"[663, 865, 891, 945, 2759, 981, 982, 986, 1033, 1530, 1709]",1,9780241366370,en,3.66,Shaping the Future of the Fourth Industrial Revolution : A guide to building a better world
[69404],9108,"[664, 1531, 1719]",2,9781633537507,en,4.33,"Cold Fusion Presents: New Thinking : From Einstein to SpaceX, The Technology and Science that Transformed Our World"
[25345],7444,"[2488, 2501, 2607]",1,9780451534118,en,3.71,Little Miss Fabulous
[26200],5671,"[2488, 2491, 2495, 2496, 2609]",1,9781534427341,en,4.53,Legacy
[69542],5504,"[3124, 2853, 2855, 2857]",2,9781454940845,en,4.18,"Wicca for Beginners : A Guide to Wiccan Beliefs, Rituals, Magic, and Witchcraft"
[69606],8113,"[2644, 2658, 2663, 2727, 1531]",2,9780241004821,en,4.5,The Enlightenment : The Pursuit of Happiness 1680-1790
"[20714, 13043, 66397]",8574,"[334, 335, 341, 2622]",1,9780099511434,en,3.91,We : Introduction by Will Self
"[9253, 13028]",8411,"[335, 336, 2617, 339, 2620]",1,9781844080977,en,3.97,The Scapegoat
[27130],9935,"[334, 336, 2617, 339, 2620, 351, 2625]",1,9781405930970,en,3.63,The Taking of Annie Thorne : 'Britain's female Stephen King' Daily Mail
[21213],4610,"[336, 2617, 339, 2620]",1,9780751566659,en,4.31,A Better Man
[22353],2149,"[334, 336, 2617, 339, 2620]",1,9781471183478,en,3.75,The Other Passenger : The bestselling Richard & Judy Book Club pick - an instant classic!
[12797],4593,"[336, 2617, 339, 2620]",1,9781529004328,en,4.02,Find Them Dead
[13018],6056,"[2522, 2577, 2612]",2,9780500651995,en,4.67,The Big Book of Blooms
[16581],9855,"[2457, 2507, 2518, 2521, 2522, 2564, 2607, 2612]",1,9781408899298,en,4.76,Fantastically Great Women Who Saved the Planet
"[50943, 69742]",9983,"[2464, 2597]",14,9781474940122,en,4.64,Lift-the-Flap Questions & Answers about Growing Up
[69752],8772,"[3121, 3221, 2819, 2820]",1,9781856231756,en,4.5,"Sacred Earth Celebrations, 2nd Edition"
[69830],4867,"[2452, 3385]",2,9788365773760,en,NA,High Contrast Baby Pack 0+/3m+/6m+
[35555],6944,"[334, 336, 2617, 339, 2620]",1,9781472249449,en,4.06,No Mercy : The heart-stopping novel from the Queen of Crime
[5282],4393,"[336, 2617, 339, 2620]",2,9781787300798,en,3.88,The Kingdom : The new thriller from the no.1 bestselling author of the Harry Hole series
[4759],6794,"[334, 336, 2617, 339, 2620]",1,9781509874484,en,4.21,A Minute to Midnight
[22850],9822,"[339, 2620]",1,9781471128226,en,4.4,"The Executioner : A brilliant serial killer thriller, featuring the unstoppable Robert Hunter"
[6238],7851,"[334, 336, 2617, 339, 2620]",1,9780552174879,en,3.78,An Unwanted Guest
[48813],8270,"[2646, 2659, 2679, 2689, 915, 2943]",1,9788366673014,en,NA,Mitsubishi A6m Reisen Zeke Vol. 1
[31897],4089,"[2499, 2606]",1,9781913311056,en,4.67,A Kind of Spark
[26373],4821,"[2488, 2489, 2607]",1,9780399555503,en,4.14,Swimmy
[664],4077,"[8, 30, 247, 1030, 2893, 2452, 3385]",13,9781786641991,en,NA,Klimt: Tree of Life (Address Book)
[66372],1411,"[334, 339, 2620, 350, 2624]",1,9780440000204,en,4.05,The Sun Down Motel
"[20264, 7574]",8458,"[334, 336, 2617, 339, 2620, 371]",1,9781910633571,en,3.8,Rupture
[20263],2076,"[339, 2620, 350, 2624, 355, 2629, 358, 2630]",1,9780143127529,en,4.17,The Book of Life
[10321],9745,"[336, 2617, 339, 2620]",1,9781409128847,en,4.13,Saints of the Shadow Bible
[16743],8818,"[339, 2620, 347]",2,9781786331403,en,3.9,V2 : the Sunday Times bestselling World War II thriller
[5273],8857,"[336, 2617, 339, 2620]",1,9781785034046,en,3.82,Final Girls : Three Girls. Three Tragedies. One Unthinkable Secret
[11090],9139,"[336, 2617, 339, 2620]",1,9781838770327,en,4.15,Buried : The thrilling new crime series introducing Detective Jack Warr
"[22261, 26094, 26095]",6146,"[1458, 1459, 1474]",1,9781905319268,en,4.46,BSAVA Textbook of Veterinary Nursing
"[8146, 27459]",4335,"[2488, 2503, 2596, 2607]",1,9781937870430,en,4.23,"Bubble Gum Brain : Ready, Get Mindset...Grow!!"
"[8071, 8072]",9932,"[2460, 2488, 2500, 2523, 2607]",1,9781408356128,en,4.4,The Worrysaurus
[52740],7905,"[2491, 2501, 2611]",1,9780141370224,en,3.99,The Hodgeheg
[70198],3544,"[2859, 2863, 2865]",1,9781628604337,en,NA,Make It Vegan
[32131],1968,"[638, 1532, 2788, 2863]",1,9781474619301,en,NA,The Diet Myth : The Real Science Behind What We Eat
[4555],9277,"[334, 339, 2620, 350, 2624]",2,9781501182099,en,4.24,It
[13760],9303,"[336, 2617, 339, 2620]",1,9781784708092,en,3.94,The Turn of the Key
[40392],4559,"[336, 2617, 339, 2620]",1,9780751572193,en,4.2,"The Stolen Girls : A totally gripping thriller with a twist you won't see coming (Detective Lottie Parker, Book 2)"
[20263],5692,"[339, 2620, 350, 2624, 358, 2630]",2,9780670025596,en,4.17,The Book of Life
[8946],1321,"[335, 339, 2620, 340, 2621]",1,9781846971983,en,3.64,The Thirty-Nine Steps : Authorised Edition
[20263],3796,"[339, 2620, 350, 2624, 355, 2629, 358, 2630]",2,9780670022410,en,4,A Discovery of Witches
